t,px1,px2,px3,px4,nx1,nx2,nx3,nx4,py1,py2,py3,py4,ny1,ny2,ny3,ny4,pz1,pz2,pz3,pz4,nz1,nz2,nz3,nz4,sx,sy,sz,sx_unit,sy_unit,sz_unit
106,0,0,0,0,0.59100143,0.359546405,0.59100143,0.976759805,0.611674159,0.920280859,0.457370809,0.148764109,0,0,0,0,0.442237321,-0.252127754,-0.174976079,0.519388996,0,0,0,0,-1,0.8,0.2,-0.77151675,0.6172134,0.166113874
107,0,0,0,0,0.496426026,0.347354827,0.496426026,0.943639621,0.665468978,0.889075776,0.367326581,0.143719783,0,0,0,0,0.556341287,-0.114479107,-0.039943507,0.630876886,0,0,0,0,-1,0.8,0.4,-0.745355992,0.596284794,0.319275428
108,0,0,0,0,0.400240401,0.329529723,0.400240401,0.895215148,0.702029983,0.843451339,0.277765914,0.136344558,0,0,0,0,0.650266174,0.013870071,0.084580749,0.720976852,0,0,0,0,-1,0.8,0.6,-0.707106781,0.565685425,0.451038584
109,0,0,0,0,0.308632863,0.308632863,0.308632863,0.838445806,0.723737939,0.789964557,0.193924996,0.127698378,0,0,0,0,0.723737939,0.127698378,0.193924996,0.789964557,0,0,0,0,-1,0.8,0.8,-0.662266179,0.529812943,0.558798756
110,0,0,0,0,0.225273063,0.286818809,0.225273063,0.779184773,0.73413016,0.73413016,0.118672705,0.118672705,0,0,0,0,0.779184773,0.225273063,0.286818809,0.840730518,0,0,0,0,-1,0.8,1,-0.615457455,0.492365964,0.64421009
111,0,0,0,0,0.788675135,0.211324865,0.788675135,0.788675135,0.211324865,0.788675135,0.788675135,0.211324865,0,0,0,0,0,0,0,0,0.788675135,0.788675135,0.211324865,0.211324865,-1,1,-1,-0.577350269,0.577350269,-0.577350269
112,0,0,0,0,0.779184773,0.225273063,0.779184773,0.840730518,0.286818809,0.840730518,0.779184773,0.225273063,0,0,0,0,0,0,0,0,0.73413016,0.73413016,0.118672705,0.118672705,-1,1,-0.8,-0.615457455,0.615457455,-0.492365964
113,0,0,0,0,0.759017887,0.238262244,0.759017887,0.889206798,0.368451155,0.889206798,0.759017887,0.238262244,0,0,0,0,0,0,0,0,0.66371299,0.66371299,0.012768435,0.012768435,-1,1,-0.6,-0.650944555,0.650944555,-0.390566733
114,0,0,0,0,0.725338414,0.249048742,0.725338414,0.92946256,0.453172888,0.92946256,0.725338414,0.249048742,0,0,0,0,0,0,0,0,0.575909169,0.575909169,-0.104504648,-0.104504648,-1,1,-0.4,-0.680413817,0.680413817,-0.272165527
115,0,0,0,0,0.676353067,0.256269042,0.676353067,0.956409084,0.536325058,0.956409084,0.676353067,0.256269042,0,0,0,0,0,0,0,0,0.471337834,0.471337834,-0.228802208,-0.228802208,-1,1,-0.2,-0.700140042,0.700140042,-0.140028008
116,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-0.707106781,0.707106781,0
117,0,0,0,0,0.536325058,0.256269042,0.536325058,0.956409084,0.676353067,0.956409084,0.536325058,0.256269042,0,0,0,0,0.471337834,-0.228802208,-0.228802208,0.471337834,0,0,0,0,-1,1,0.2,-0.700140042,0.700140042,0.140028008
118,0,0,0,0,0.453172888,0.249048742,0.453172888,0.92946256,0.725338414,0.92946256,0.453172888,0.249048742,0,0,0,0,0.575909169,-0.104504648,-0.104504648,0.575909169,0,0,0,0,-1,1,0.4,-0.680413817,0.680413817,0.272165527
119,0,0,0,0,0.368451155,0.238262244,0.368451155,0.889206798,0.759017887,0.889206798,0.368451155,0.238262244,0,0,0,0,0.66371299,0.012768435,0.012768435,0.66371299,0,0,0,0,-1,1,0.6,-0.650944555,0.650944555,0.390566733
120,0,0,0,0,0.286818809,0.225273063,0.286818809,0.840730518,0.779184773,0.840730518,0.286818809,0.225273063,0,0,0,0,0.73413016,0.118672705,0.118672705,0.73413016,0,0,0,0,-1,1,0.8,-0.615457455,0.615457455,0.492365964
121,0,0,0,0,0.211324865,0.211324865,0.211324865,0.788675135,0.788675135,0.788675135,0.211324865,0.211324865,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0,0,0,0,-1,1,1,-0.577350269,0.577350269,0.577350269
122,0,0,0,0,0.73413016,0.73413016,0.73413016,0.118672705,0,0,0,0,0.225273063,0.286818809,0.840730518,0.779184773,0,0,0,0,0.225273063,0.779184773,0.840730518,0.286818809,-0.8,-1,-1,-0.492365964,-0.64421009,-0.615457455
123,0,0,0,0,0.723737939,0.789964557,0.723737939,0.127698378,0,0,0,0,0.308632863,0.308632863,0.838445806,0.838445806,0,0,0,0,0.127698378,0.723737939,0.789964557,0.193924996,-0.8,-1,-0.8,-0.529812943,-0.698498445,-0.529812943
124,0,0,0,0,0.702029983,0.843451339,0.702029983,0.136344558,0,0,0,0,0.400240401,0.329529723,0.82450447,0.895215148,0,0,0,0,0.013870071,0.650266174,0.720976852,0.084580749,-0.8,-1,-0.6,-0.565685425,-0.751730974,-0.424264069
125,0,0,0,0,0.665468978,0.889075776,0.665468978,0.143719783,0,0,0,0,0.496426026,0.347354827,0.794568423,0.943639621,0,0,0,0,-0.114479107,0.556341287,0.630876886,-0.039943507,-0.8,-1,-0.4,-0.596284794,-0.798188571,-0.298142397
126,0,0,0,0,0.611674159,0.920280859,0.611674159,0.148764109,0,0,0,0,0.59100143,0.359546405,0.74530478,0.976759805,0,0,0,0,-0.252127754,0.442237321,0.519388996,-0.174976079,-0.8,-1,-0.2,-0.6172134,-0.830569368,-0.15430335
127,0,0,0,0,0.541001781,0.931436186,0.541001781,0.150567376,0,0,0,0,0.676252226,0.363904702,0.676252226,0.98859975,0,0,0,0,0,0,0,0,-0.8,-1,0,-0.624695048,-0.842271401,0
128,0,0,0,0,0.457370809,0.920280859,0.457370809,0.148764109,0,0,0,0,0.74530478,0.359546405,0.59100143,0.976759805,-0.252127754,-0.174976079,0.519388996,0.442237321,0,0,0,0,-0.8,-1,0.2,-0.6172134,-0.830569368,0.15430335
129,0,0,0,0,0.367326581,0.889075776,0.367326581,0.143719783,0,0,0,0,0.794568423,0.347354827,0.496426026,0.943639621,-0.114479107,-0.039943507,0.630876886,0.556341287,0,0,0,0,-0.8,-1,0.4,-0.596284794,-0.798188571,0.298142397
130,0,0,0,0,0.277765914,0.843451339,0.277765914,0.136344558,0,0,0,0,0.82450447,0.329529723,0.400240401,0.895215148,0.013870071,0.084580749,0.720976852,0.650266174,0,0,0,0,-0.8,-1,0.6,-0.565685425,-0.751730974,0.424264069
131,0,0,0,0,0.193924996,0.789964557,0.193924996,0.127698378,0,0,0,0,0.838445806,0.308632863,0.308632863,0.838445806,0.127698378,0.193924996,0.789964557,0.723737939,0,0,0,0,-0.8,-1,0.8,-0.529812943,-0.698498445,0.529812943
132,0,0,0,0,0.118672705,0.73413016,0.118672705,0.118672705,0,0,0,0,0.840730518,0.286818809,0.225273063,0.779184773,0.225273063,0.286818809,0.840730518,0.779184773,0,0,0,0,-0.8,-1,1,-0.492365964,-0.64421009,0.615457455
133,0,0,0,0,0.789964557,0.723737939,0.789964557,0.193924996,0,0,0,0,0.127698378,0.193924996,0.789964557,0.723737939,0,0,0,0,0.308632863,0.838445806,0.838445806,0.308632863,-0.8,-0.8,-1,-0.529812943,-0.558798756,-0.698498445
134,0,0,0,0,0.788675135,0.788675135,0.788675135,0.211324865,0,0,0,0,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,0.211324865,0.788675135,0.788675135,0.211324865,-0.8,-0.8,-0.8,-0.577350269,-0.615457455,-0.615457455
135,0,0,0,0,0.775262424,0.853349305,0.775262424,0.228654257,0,0,0,0,0.306741138,0.228654257,0.775262424,0.853349305,0,0,0,0,0.093403812,0.718098859,0.718098859,0.093403812,-0.8,-0.8,-0.6,-0.624695048,-0.673817121,-0.50536284
136,0,0,0,0,0.744016936,0.910683603,0.744016936,0.244016936,0,0,0,0,0.410683603,0.244016936,0.744016936,0.910683603,0,0,0,0,-0.044658199,0.622008468,0.622008468,-0.044658199,-0.8,-0.8,-0.4,-0.666666667,-0.727392967,-0.363696484
137,0,0,0,0,0.690061517,0.951178001,0.690061517,0.254867377,0,0,0,0,0.515983861,0.254867377,0.690061517,0.951178001,0,0,0,0,-0.19739964,0.498910984,0.498910984,-0.19739964,-0.8,-0.8,-0.2,-0.696310624,-0.766401665,-0.191600416
138,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,0,0,0,0,-0.8,-0.8,0,-0.707106781,-0.780868809,0
139,0,0,0,0,0.515983861,0.951178001,0.515983861,0.254867377,0,0,0,0,0.690061517,0.254867377,0.515983861,0.951178001,-0.19739964,-0.19739964,0.498910984,0.498910984,0,0,0,0,-0.8,-0.8,0.2,-0.696310624,-0.766401665,0.191600416
140,0,0,0,0,0.410683603,0.910683603,0.410683603,0.244016936,0,0,0,0,0.744016936,0.244016936,0.410683603,0.910683603,-0.044658199,-0.044658199,0.622008468,0.622008468,0,0,0,0,-0.8,-0.8,0.4,-0.666666667,-0.727392967,0.363696484
141,0,0,0,0,0.306741138,0.853349305,0.306741138,0.228654257,0,0,0,0,0.775262424,0.228654257,0.306741138,0.853349305,0.093403812,0.093403812,0.718098859,0.718098859,0,0,0,0,-0.8,-0.8,0.6,-0.624695048,-0.673817121,0.50536284
142,0,0,0,0,0.211324865,0.788675135,0.211324865,0.211324865,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,-0.8,-0.8,0.8,-0.577350269,-0.615457455,0.615457455
143,0,0,0,0,0.127698378,0.723737939,0.127698378,0.193924996,0,0,0,0,0.789964557,0.193924996,0.127698378,0.723737939,0.308632863,0.308632863,0.838445806,0.838445806,0,0,0,0,-0.8,-0.8,1,-0.529812943,-0.558798756,0.698498445
144,0,0,0,0,0.843451339,0.702029983,0.843451339,0.277765914,0,0,0,0,0.013870071,0.084580749,0.720976852,0.650266174,0,0,0,0,0.400240401,0.895215148,0.82450447,0.329529723,-0.8,-0.6,-1,-0.565685425,-0.451038584,-0.751730974
145,0,0,0,0,0.853349305,0.775262424,0.853349305,0.306741138,0,0,0,0,0.093403812,0.093403812,0.718098859,0.718098859,0,0,0,0,0.306741138,0.853349305,0.775262424,0.228654257,-0.8,-0.6,-0.8,-0.624695048,-0.50536284,-0.673817121
146,0,0,0,0,0.851336403,0.851336403,0.851336403,0.336840648,0,0,0,0,0.188318517,0.102569224,0.702814272,0.788563565,0,0,0,0,0.188318517,0.788563565,0.702814272,0.102569224,-0.8,-0.6,-0.6,-0.685994341,-0.564532447,-0.564532447
147,0,0,0,0,0.828962859,0.921810528,0.828962859,0.364724514,0,0,0,0,0.296755302,0.111059964,0.668145979,0.853841317,0,0,0,0,0.043090753,0.693024437,0.600176768,-0.049756916,-0.8,-0.6,-0.4,-0.742781353,-0.62230486,-0.414869907
148,0,0,0,0,0.777424288,0.973540423,0.777424288,0.385192018,0,0,0,0,0.411466598,0.117292395,0.607582733,0.901756936,0,0,0,0,-0.124332648,0.562073825,0.464015758,-0.222390715,-0.8,-0.6,-0.2,-0.784464541,-0.666831337,-0.222277112
149,0,0,0,0,0.692820323,0.992820323,0.692820323,0.392820323,0,0,0,0,0.519615242,0.119615242,0.519615242,0.919615242,0,0,0,0,0,0,0,0,-0.8,-0.6,0,-0.8,-0.683941129,0
150,0,0,0,0,0.581308153,0.973540423,0.581308153,0.385192018,0,0,0,0,0.607582733,0.117292395,0.411466598,0.901756936,-0.124332648,-0.222390715,0.464015758,0.562073825,0,0,0,0,-0.8,-0.6,0.2,-0.784464541,-0.666831337,0.222277112
151,0,0,0,0,0.457572183,0.921810528,0.457572183,0.364724514,0,0,0,0,0.668145979,0.111059964,0.296755302,0.853841317,0.043090753,-0.049756916,0.600176768,0.693024437,0,0,0,0,-0.8,-0.6,0.4,-0.742781353,-0.62230486,0.414869907
152,0,0,0,0,0.336840648,0.851336403,0.336840648,0.336840648,0,0,0,0,0.702814272,0.102569224,0.188318517,0.788563565,0.188318517,0.102569224,0.702814272,0.788563565,0,0,0,0,-0.8,-0.6,0.6,-0.685994341,-0.564532447,0.564532447
153,0,0,0,0,0.228654257,0.775262424,0.228654257,0.306741138,0,0,0,0,0.718098859,0.093403812,0.093403812,0.718098859,0.306741138,0.228654257,0.775262424,0.853349305,0,0,0,0,-0.8,-0.6,0.8,-0.624695048,-0.50536284,0.673817121
154,0,0,0,0,0.136344558,0.702029983,0.136344558,0.277765914,0,0,0,0,0.720976852,0.084580749,0.013870071,0.650266174,0.400240401,0.329529723,0.82450447,0.895215148,0,0,0,0,-0.8,-0.6,1,-0.565685425,-0.451038584,0.751730974
155,0,0,0,0,0.889075776,0.665468978,0.889075776,0.367326581,0,0,0,0,-0.114479107,-0.039943507,0.630876886,0.556341287,0,0,0,0,0.496426026,0.943639621,0.794568423,0.347354827,-0.8,-0.4,-1,-0.596284794,-0.319275428,-0.774844659
156,0,0,0,0,0.910683603,0.744016936,0.910683603,0.410683603,0,0,0,0,-0.044658199,-0.044658199,0.622008468,0.622008468,0,0,0,0,0.410683603,0.910683603,0.744016936,0.244016936,-0.8,-0.4,-0.8,-0.666666667,-0.363696484,-0.700140042
157,0,0,0,0,0.921810528,0.828962859,0.921810528,0.457572183,0,0,0,0,0.043090753,-0.049756916,0.600176768,0.693024437,0,0,0,0,0.296755302,0.853841317,0.668145979,0.111059964,-0.8,-0.4,-0.6,-0.742781353,-0.414869907,-0.592464379
158,0,0,0,0,0.911230926,0.911230926,0.911230926,0.502982636,0,0,0,0,0.149429245,-0.0546949,0.557677536,0.761801681,0,0,0,0,0.149429245,0.761801681,0.557677536,-0.0546949,-0.8,-0.4,-0.4,-0.816496581,-0.468292906,-0.440225453
159,0,0,0,0,0.865037891,0.974146836,0.865037891,0.537711056,0,0,0,0,0.268855528,-0.058471307,0.487073418,0.814400253,0,0,0,0,-0.029235654,0.625418017,0.407200127,-0.247453544,-0.8,-0.4,-0.2,-0.872871561,-0.51231552,-0.238095238
160,0,0,0,0,0.774596669,0.998203467,0.774596669,0.550989871,0,0,0,0,0.387298335,-0.059915261,0.387298335,0.83451193,0,0,0,0,0,0,0,0,-0.8,-0.4,0,-0.894427191,-0.52999894,0
161,0,0,0,0,0.646820001,0.974146836,0.646820001,0.537711056,0,0,0,0,0.487073418,-0.058471307,0.268855528,0.814400253,-0.029235654,-0.247453544,0.407200127,0.625418017,0,0,0,0,-0.8,-0.4,0.2,-0.872871561,-0.51231552,0.238095238
162,0,0,0,0,0.502982636,0.911230926,0.502982636,0.502982636,0,0,0,0,0.557677536,-0.0546949,0.149429245,0.761801681,0.149429245,-0.0546949,0.557677536,0.761801681,0,0,0,0,-0.8,-0.4,0.4,-0.816496581,-0.468292906,0.440225453
163,0,0,0,0,0.364724514,0.828962859,0.364724514,0.457572183,0,0,0,0,0.600176768,-0.049756916,0.043090753,0.693024437,0.296755302,0.111059964,0.668145979,0.853841317,0,0,0,0,-0.8,-0.4,0.6,-0.742781353,-0.414869907,0.592464379
164,0,0,0,0,0.244016936,0.744016936,0.244016936,0.410683603,0,0,0,0,0.622008468,-0.044658199,-0.044658199,0.622008468,0.410683603,0.244016936,0.744016936,0.910683603,0,0,0,0,-0.8,-0.4,0.8,-0.666666667,-0.363696484,0.700140042
165,0,0,0,0,0.143719783,0.665468978,0.143719783,0.367326581,0,0,0,0,0.630876886,-0.039943507,-0.114479107,0.556341287,0.496426026,0.347354827,0.794568423,0.943639621,0,0,0,0,-0.8,-0.4,1,-0.596284794,-0.319275428,0.774844659
166,0,0,0,0,0.920280859,0.611674159,0.920280859,0.457370809,0,0,0,0,-0.252127754,-0.174976079,0.519388996,0.442237321,0,0,0,0,0.59100143,0.976759805,0.74530478,0.359546405,-0.8,-0.2,-1,-0.6172134,-0.166113874,-0.780488176
167,0,0,0,0,0.951178001,0.690061517,0.951178001,0.515983861,0,0,0,0,-0.19739964,-0.19739964,0.498910984,0.498910984,0,0,0,0,0.515983861,0.951178001,0.690061517,0.254867377,-0.8,-0.2,-0.8,-0.696310624,-0.191600416,-0.706665253
168,0,0,0,0,0.973540423,0.777424288,0.973540423,0.581308153,0,0,0,0,-0.124332648,-0.222390715,0.464015758,0.562073825,0,0,0,0,0.411466598,0.901756936,0.607582733,0.117292395,-0.8,-0.2,-0.6,-0.784464541,-0.222277112,-0.599520575
169,0,0,0,0,0.974146836,0.865037891,0.974146836,0.646820001,0,0,0,0,-0.029235654,-0.247453544,0.407200127,0.625418017,0,0,0,0,0.268855528,0.814400253,0.487073418,-0.058471307,-0.8,-0.2,-0.4,-0.872871561,-0.25615776,-0.446767052
170,0,0,0,0,0.934347711,0.934347711,0.934347711,0.698645451,0,0,0,0,0.086273015,-0.267280376,0.321975275,0.675528666,0,0,0,0,0.086273015,0.675528666,0.321975275,-0.267280376,-0.8,-0.2,-0.2,-0.942809042,-0.285830975,-0.242250792
171,0,0,0,0,0.84016805,0.961435863,0.84016805,0.718900238,0,0,0,0,0.210042013,-0.275029237,0.210042013,0.695113263,0,0,0,0,0,0,0,0,-0.8,-0.2,0,-0.9701425,-0.298274993,0
172,0,0,0,0,0.698645451,0.934347711,0.698645451,0.698645451,0,0,0,0,0.321975275,-0.267280376,0.086273015,0.675528666,0.086273015,-0.267280376,0.321975275,0.675528666,0,0,0,0,-0.8,-0.2,0.2,-0.942809042,-0.285830975,0.242250792
173,0,0,0,0,0.537711056,0.865037891,0.537711056,0.646820001,0,0,0,0,0.407200127,-0.247453544,-0.029235654,0.625418017,0.268855528,-0.058471307,0.487073418,0.814400253,0,0,0,0,-0.8,-0.2,0.4,-0.872871561,-0.25615776,0.446767052
174,0,0,0,0,0.385192018,0.777424288,0.385192018,0.581308153,0,0,0,0,0.464015758,-0.222390715,-0.124332648,0.562073825,0.411466598,0.117292395,0.607582733,0.901756936,0,0,0,0,-0.8,-0.2,0.6,-0.784464541,-0.222277112,0.599520575
175,0,0,0,0,0.254867377,0.690061517,0.254867377,0.515983861,0,0,0,0,0.498910984,-0.19739964,-0.19739964,0.498910984,0.515983861,0.254867377,0.690061517,0.951178001,0,0,0,0,-0.8,-0.2,0.8,-0.696310624,-0.191600416,0.706665253
176,0,0,0,0,0.148764109,0.611674159,0.148764109,0.457370809,0,0,0,0,0.519388996,-0.174976079,-0.252127754,0.442237321,0.59100143,0.359546405,0.74530478,0.976759805,0,0,0,0,-0.8,-0.2,1,-0.6172134,-0.166113874,0.780488176
177,0,0,0,0,0.931436186,0.541001781,0.931436186,0.541001781,0,0,0,0,0,0,0,0,0,0,0,0,0.676252226,0.98859975,0.676252226,0.363904702,-0.8,0,-1,-0.624695048,0,-0.780868809
178,0,0,0,0,0.965925826,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,-0.8,0,-0.8,-0.707106781,0,-0.707106781
179,0,0,0,0,0.992820323,0.692820323,0.992820323,0.692820323,0,0,0,0,0,0,0,0,0,0,0,0,0.519615242,0.919615242,0.519615242,0.119615242,-0.8,0,-0.6,-0.8,0,-0.6
180,0,0,0,0,0.998203467,0.774596669,0.998203467,0.774596669,0,0,0,0,0,0,0,0,0,0,0,0,0.387298335,0.83451193,0.387298335,-0.059915261,-0.8,0,-0.4,-0.894427191,0,-0.447213595
181,0,0,0,0,0.961435863,0.84016805,0.961435863,0.84016805,0,0,0,0,0,0,0,0,0,0,0,0,0.210042013,0.695113263,0.210042013,-0.275029237,-0.8,0,-0.2,-0.9701425,0,-0.242535625
182,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,-1,0,0
183,0,0,0,0,0.718900238,0.84016805,0.718900238,0.84016805,0,0,0,0,0,0,0,0,0.210042013,-0.275029237,0.210042013,0.695113263,0,0,0,0,-0.8,0,0.2,-0.9701425,0,0.242535625
184,0,0,0,0,0.550989871,0.774596669,0.550989871,0.774596669,0,0,0,0,0,0,0,0,0.387298335,-0.059915261,0.387298335,0.83451193,0,0,0,0,-0.8,0,0.4,-0.894427191,0,0.447213595
185,0,0,0,0,0.392820323,0.692820323,0.392820323,0.692820323,0,0,0,0,0,0,0,0,0.519615242,0.119615242,0.519615242,0.919615242,0,0,0,0,-0.8,0,0.6,-0.8,0,0.6
186,0,0,0,0,0.258819045,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,-0.8,0,0.8,-0.707106781,0,0.707106781
187,0,0,0,0,0.150567376,0.541001781,0.150567376,0.541001781,0,0,0,0,0,0,0,0,0.676252226,0.363904702,0.676252226,0.98859975,0,0,0,0,-0.8,0,1,-0.624695048,0,0.780868809
188,0,0,0,0,0.920280859,0.457370809,0.920280859,0.611674159,-0.252127754,0.442237321,0.519388996,-0.174976079,0,0,0,0,0,0,0,0,0.74530478,0.976759805,0.59100143,0.359546405,-0.8,0.2,-1,-0.6172134,0.166113874,-0.780488176
189,0,0,0,0,0.951178001,0.515983861,0.951178001,0.690061517,-0.19739964,0.498910984,0.498910984,-0.19739964,0,0,0,0,0,0,0,0,0.690061517,0.951178001,0.515983861,0.254867377,-0.8,0.2,-0.8,-0.696310624,0.191600416,-0.706665253
190,0,0,0,0,0.973540423,0.581308153,0.973540423,0.777424288,-0.124332648,0.562073825,0.464015758,-0.222390715,0,0,0,0,0,0,0,0,0.607582733,0.901756936,0.411466598,0.117292395,-0.8,0.2,-0.6,-0.784464541,0.222277112,-0.599520575
191,0,0,0,0,0.974146836,0.646820001,0.974146836,0.865037891,-0.029235654,0.625418017,0.407200127,-0.247453544,0,0,0,0,0,0,0,0,0.487073418,0.814400253,0.268855528,-0.058471307,-0.8,0.2,-0.4,-0.872871561,0.25615776,-0.446767052
192,0,0,0,0,0.934347711,0.698645451,0.934347711,0.934347711,0.086273015,0.675528666,0.321975275,-0.267280376,0,0,0,0,0,0,0,0,0.321975275,0.675528666,0.086273015,-0.267280376,-0.8,0.2,-0.2,-0.942809042,0.285830975,-0.242250792
193,0,0,0,0,0.84016805,0.718900238,0.84016805,0.961435863,0.210042013,0.695113263,0.210042013,-0.275029237,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.2,0,-0.9701425,0.298274993,0
194,0,0,0,0,0.698645451,0.698645451,0.698645451,0.934347711,0.321975275,0.675528666,0.086273015,-0.267280376,0,0,0,0,0.321975275,-0.267280376,0.086273015,0.675528666,0,0,0,0,-0.8,0.2,0.2,-0.942809042,0.285830975,0.242250792
195,0,0,0,0,0.537711056,0.646820001,0.537711056,0.865037891,0.407200127,0.625418017,-0.029235654,-0.247453544,0,0,0,0,0.487073418,-0.058471307,0.268855528,0.814400253,0,0,0,0,-0.8,0.2,0.4,-0.872871561,0.25615776,0.446767052
196,0,0,0,0,0.385192018,0.581308153,0.385192018,0.777424288,0.464015758,0.562073825,-0.124332648,-0.222390715,0,0,0,0,0.607582733,0.117292395,0.411466598,0.901756936,0,0,0,0,-0.8,0.2,0.6,-0.784464541,0.222277112,0.599520575
197,0,0,0,0,0.254867377,0.515983861,0.254867377,0.690061517,0.498910984,0.498910984,-0.19739964,-0.19739964,0,0,0,0,0.690061517,0.254867377,0.515983861,0.951178001,0,0,0,0,-0.8,0.2,0.8,-0.696310624,0.191600416,0.706665253
198,0,0,0,0,0.148764109,0.457370809,0.148764109,0.611674159,0.519388996,0.442237321,-0.252127754,-0.174976079,0,0,0,0,0.74530478,0.359546405,0.59100143,0.976759805,0,0,0,0,-0.8,0.2,1,-0.6172134,0.166113874,0.780488176
199,0,0,0,0,0.889075776,0.367326581,0.889075776,0.665468978,-0.114479107,0.556341287,0.630876886,-0.039943507,0,0,0,0,0,0,0,0,0.794568423,0.943639621,0.496426026,0.347354827,-0.8,0.4,-1,-0.596284794,0.319275428,-0.774844659
200,0,0,0,0,0.910683603,0.410683603,0.910683603,0.744016936,-0.044658199,0.622008468,0.622008468,-0.044658199,0,0,0,0,0,0,0,0,0.744016936,0.910683603,0.410683603,0.244016936,-0.8,0.4,-0.8,-0.666666667,0.363696484,-0.700140042
201,0,0,0,0,0.921810528,0.457572183,0.921810528,0.828962859,0.043090753,0.693024437,0.600176768,-0.049756916,0,0,0,0,0,0,0,0,0.668145979,0.853841317,0.296755302,0.111059964,-0.8,0.4,-0.6,-0.742781353,0.414869907,-0.592464379
202,0,0,0,0,0.911230926,0.502982636,0.911230926,0.911230926,0.149429245,0.761801681,0.557677536,-0.0546949,0,0,0,0,0,0,0,0,0.557677536,0.761801681,0.149429245,-0.0546949,-0.8,0.4,-0.4,-0.816496581,0.468292906,-0.440225453
203,0,0,0,0,0.865037891,0.537711056,0.865037891,0.974146836,0.268855528,0.814400253,0.487073418,-0.058471307,0,0,0,0,0,0,0,0,0.407200127,0.625418017,-0.029235654,-0.247453544,-0.8,0.4,-0.2,-0.872871561,0.51231552,-0.238095238
204,0,0,0,0,0.774596669,0.550989871,0.774596669,0.998203467,0.387298335,0.83451193,0.387298335,-0.059915261,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.4,0,-0.894427191,0.52999894,0
205,0,0,0,0,0.646820001,0.537711056,0.646820001,0.974146836,0.487073418,0.814400253,0.268855528,-0.058471307,0,0,0,0,0.407200127,-0.247453544,-0.029235654,0.625418017,0,0,0,0,-0.8,0.4,0.2,-0.872871561,0.51231552,0.238095238
206,0,0,0,0,0.502982636,0.502982636,0.502982636,0.911230926,0.557677536,0.761801681,0.149429245,-0.0546949,0,0,0,0,0.557677536,-0.0546949,0.149429245,0.761801681,0,0,0,0,-0.8,0.4,0.4,-0.816496581,0.468292906,0.440225453
207,0,0,0,0,0.364724514,0.457572183,0.364724514,0.828962859,0.600176768,0.693024437,0.043090753,-0.049756916,0,0,0,0,0.668145979,0.111059964,0.296755302,0.853841317,0,0,0,0,-0.8,0.4,0.6,-0.742781353,0.414869907,0.592464379
208,0,0,0,0,0.244016936,0.410683603,0.244016936,0.744016936,0.622008468,0.622008468,-0.044658199,-0.044658199,0,0,0,0,0.744016936,0.244016936,0.410683603,0.910683603,0,0,0,0,-0.8,0.4,0.8,-0.666666667,0.363696484,0.700140042
209,0,0,0,0,0.143719783,0.367326581,0.143719783,0.665468978,0.630876886,0.556341287,-0.114479107,-0.039943507,0,0,0,0,0.794568423,0.347354827,0.496426026,0.943639621,0,0,0,0,-0.8,0.4,1,-0.596284794,0.319275428,0.774844659
210,0,0,0,0,0.843451339,0.277765914,0.843451339,0.702029983,0.013870071,0.650266174,0.720976852,0.084580749,0,0,0,0,0,0,0,0,0.82450447,0.895215148,0.400240401,0.329529723,-0.8,0.6,-1,-0.565685425,0.451038584,-0.751730974
211,0,0,0,0,0.853349305,0.306741138,0.853349305,0.775262424,0.093403812,0.718098859,0.718098859,0.093403812,0,0,0,0,0,0,0,0,0.775262424,0.853349305,0.306741138,0.228654257,-0.8,0.6,-0.8,-0.624695048,0.50536284,-0.673817121
212,0,0,0,0,0.851336403,0.336840648,0.851336403,0.851336403,0.188318517,0.788563565,0.702814272,0.102569224,0,0,0,0,0,0,0,0,0.702814272,0.788563565,0.188318517,0.102569224,-0.8,0.6,-0.6,-0.685994341,0.564532447,-0.564532447
